"","site","site_name","flow_age_my","specimen_code","collection_code","tree","tray","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","lengthmm","abundance","ind_biom"
"2174","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2175","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2176","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2177","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2178","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2179","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2180","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2181","KH","Kohala",0.15,"0457-001","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2182","KH","Kohala",0.15,"0457-002","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Dolichopodidae","euryarge","Eurynogaster","argentata","P","endemic","adult",3,1,0.2584
"2183","KH","Kohala",0.15,"0457-002","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Dolichopodidae","euryarge","Eurynogaster","argentata","P","endemic","adult",3,1,0.2584
"2184","KH","Kohala",0.15,"0457-002","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Dolichopodidae","euryarge","Eurynogaster","argentata","P","endemic","adult",3,1,0.2584
"2185","KH","Kohala",0.15,"0457-003","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Asteidae","asteapic","Asteia","apicalis","D","endemic","adult",2,1,0.091
"2186","KH","Kohala",0.15,"0457-003","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Asteidae","asteapic","Asteia","apicalis","D","endemic","adult",2,1,0.091
"2187","KH","Kohala",0.15,"0457-003","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Asteidae","asteapic","Asteia","apicalis","D","endemic","adult",2,1,0.091
"2188","KH","Kohala",0.15,"0457-004","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Drosophilidae","scapbrya","Scaptomyza","bryani","P","endemic","adult",2,1,0.091
"2189","KH","Kohala",0.15,"0457-005","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Keroplatidae","triginfu","Trigemma","infurcata","D","endemic","adult",2,1,0.091
"2190","KH","Kohala",0.15,"0457-006","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091
"2191","KH","Kohala",0.15,"0457-006","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091
"2192","KH","Kohala",0.15,"0457-006","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091
"2193","KH","Kohala",0.15,"0457-006","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091
"2194","KH","Kohala",0.15,"0457-006","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult",2,1,0.091
"2195","KH","Kohala",0.15,"0457-007","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2196","KH","Kohala",0.15,"0457-007","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2197","KH","Kohala",0.15,"0457-007","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2198","KH","Kohala",0.15,"0457-007","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2199","KH","Kohala",0.15,"0457-007","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2200","KH","Kohala",0.15,"0457-007","KH9701-2",1,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2201","KH","Kohala",0.15,"0458-001","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2202","KH","Kohala",0.15,"0458-002","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2203","KH","Kohala",0.15,"0458-003","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2204","KH","Kohala",0.15,"0459-001","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","D","endemic","adult",NA,1,0.1238
"2205","KH","Kohala",0.15,"0459-002","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","D","endemic","adult",NA,1,0.173
"2206","KH","Kohala",0.15,"0459-003","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","D","endemic","adult",NA,1,0.173
"2207","KH","Kohala",0.15,"0459-004","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Cucujidae","crypdesj","Cryptamorpha","desjardinsi","P","adventive","adult",NA,1,0.533
"2208","KH","Kohala",0.15,"0459-005","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",NA,1,7.876
"2209","KH","Kohala",0.15,"0459-006","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",NA,1,7.876
"2210","KH","Kohala",0.15,"0459-007","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",NA,1,7.876
"2211","KH","Kohala",0.15,"0459-008","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Curculionidae","asyngodm","Asynonychus","godmanni","T","adventive","adult",NA,1,7.876
"2212","KH","Kohala",0.15,"0459-009","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",NA,1,0.486
"2213","KH","Kohala",0.15,"0459-010","KH9702-1",2,1,"10/12/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",NA,1,0.486
"2214","KH","Kohala",0.15,"0460-001","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","H","endemic","adult",4,1,0.6562
"2215","KH","Kohala",0.15,"0460-002","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","H","endemic","immature",4,1,0.6562
"2216","KH","Kohala",0.15,"0460-003","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature",1,1,0.032
"2217","KH","Kohala",0.15,"0460-004","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Nabidae","nabiosci","Nabis","oscillans","P","endemic","immature",2,1,0.0495
"2218","KH","Kohala",0.15,"0460-005","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2219","KH","Kohala",0.15,"0460-005","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2220","KH","Kohala",0.15,"0460-005","KH9702-1",2,1,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2221","KH","Kohala",0.15,"0461-001","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwanigr","Kuwayama","nigricapita","H","endemic","adult",2,1,0.0982
"2222","KH","Kohala",0.15,"0461-002","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","H","endemic","adult",2,1,0.0982
"2223","KH","Kohala",0.15,"0461-002","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","H","endemic","adult",2,1,0.0982
"2224","KH","Kohala",0.15,"0461-003","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult",2,1,0.0982
"2225","KH","Kohala",0.15,"0461-003","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult",2,1,0.0982
"2226","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2227","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2228","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2229","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2230","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2231","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2232","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2233","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2234","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2235","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2236","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2237","KH","Kohala",0.15,"0461-004","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu4","Kuwayama","sp_4","H","endemic","adult",2,1,0.0982
"2238","KH","Kohala",0.15,"0462-001","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2239","KH","Kohala",0.15,"0462-002","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Sciaridae","lycohoyt","Lycoriella","hoyti","D","endemic","adult",1,1,0.0153
"2240","KH","Kohala",0.15,"0462-003","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2241","KH","Kohala",0.15,"0462-003","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2242","KH","Kohala",0.15,"0462-003","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2243","KH","Kohala",0.15,"0462-003","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2244","KH","Kohala",0.15,"0462-004","KH9702-1",2,1,"10/12/97","Insecta","Diptera","Limoniidae","dicrhawa","Dicranomyia","hawaiiensis","D","endemic","adult",7,1,2.2861
"2245","KH","Kohala",0.15,"0463-001","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","P","endemic","adult",1,1,0.0139
"2246","KH","Kohala",0.15,"0463-002","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Encyrtidae","plaghosp","Plagiomeris","hospes","P","adventive","adult",1,1,0.0139
"2247","KH","Kohala",0.15,"0463-003","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Eulophidae","eudemeta","Euderus","metallicus","P","adventive","adult",1,1,0.0139
"2248","KH","Kohala",0.15,"0463-004","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Bethylidae","sierspuM","Sierola","sp_M","P","endemic","adult",2,1,0.0725
"2249","KH","Kohala",0.15,"0463-005","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Ichneumonidae","pimppuni","Pimpla","punicipes","P","adventive","adult",7,1,1.4349
"2250","KH","Kohala",0.15,"0463-006","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Ichneumonidae","spolflav","Spolas","flavifrons","P","endemic","adult",5,1,0.6436
"2251","KH","Kohala",0.15,"0463-007","KH9702-1",2,1,"10/12/97","Insecta","Hymenoptera","Ichneumonidae","prishawa","Pristomerus","hawaiiensis","P","endemic","adult",6,1,0.9938
"2252","KH","Kohala",0.15,"0464-001","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","H","endemic","immature",3,1,0.4289
"2253","KH","Kohala",0.15,"0465-001","KH9702-1",2,1,"10/12/97","Arachnida","Araneae","Linyphiidae","erigautu","Erigone","autumnalis","P","adventive","adult",2,1,0.2523
"2254","KH","Kohala",0.15,"0465-002","KH9702-1",2,1,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",2,1,0.1971
"2255","KH","Kohala",0.15,"0465-003","KH9702-1",2,1,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","P","endemic","immature",1,1,0.0433
"2256","KH","Kohala",0.15,"0466-001","KH9702-1",2,1,"10/12/97","Insecta","Collembola","Entomobryidae","salicele","Salina","celebensis","D","adventive","immature",1,1,0.0056
"2257","KH","Kohala",0.15,"0467-001","KH9702-1",2,1,"10/12/97","Insecta","Lepidoptera","Geometridae","larejsu1","Larentiinae_g","larval sp_1","U","undetermined","immature",3,1,0.1941
"2258","KH","Kohala",0.15,"0467-002","KH9702-1",2,1,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","H","endemic","immature",1,1,0.0234
"2259","KH","Kohala",0.15,"0467-003","KH9702-1",2,1,"10/12/97","Insecta","Thysanoptera","Thripidae","helihaem","Heliothrips","haemorrhoidalis","H","adventive","adult",1,1,0.0056
"2260","KH","Kohala",0.15,"0467-004","KH9702-1",2,1,"10/12/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",2,1,0.1606
"2261","KH","Kohala",0.15,"0467-005","KH9702-1",2,1,"10/12/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"2262","KH","Kohala",0.15,"0467-005","KH9702-1",2,1,"10/12/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"2263","KH","Kohala",0.15,"0467-005","KH9702-1",2,1,"10/12/97","Insecta","Blattodea","Blattellidae","baltsimi","Balta","similis","D","adventive","immature",3,1,0.4179
"2264","KH","Kohala",0.15,"0468-001","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","D","endemic","adult",NA,1,0.1238
"2265","KH","Kohala",0.15,"0468-002","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","D","endemic","adult",NA,1,0.173
"2266","KH","Kohala",0.15,"0468-003","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Aglycyderidae","protspu2","Proterhinus","sp_2","D","endemic","adult",NA,1,0.369
"2267","KH","Kohala",0.15,"0468-004","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",NA,1,0.486
"2268","KH","Kohala",0.15,"0468-005","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","D","endemic","adult",NA,1,0.486
"2269","KH","Kohala",0.15,"0469-001","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Carabidae","mecydeve","Mecyclothorax","deverilli","P","endemic","adult",NA,1,1.706
"2270","KH","Kohala",0.15,"0470-001","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2271","KH","Kohala",0.15,"0470-001","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2272","KH","Kohala",0.15,"0470-001","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2273","KH","Kohala",0.15,"0470-001","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2274","KH","Kohala",0.15,"0470-001","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2275","KH","Kohala",0.15,"0470-001","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_\metrosideri\""""","H","endemic","adult",2,1,0.1594
"2276","KH","Kohala",0.15,"0470-002","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","H","endemic","adult",4,1,0.6562
"2277","KH","Kohala",0.15,"0470-002","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","H","endemic","adult",4,1,0.6562
"2278","KH","Kohala",0.15,"0470-003","KH9702-2",2,2,"10/12/97","Insecta","Heteroptera","Lygaeidae","oceavulc","Oceanides","vulcan","H","endemic","adult",3,1,0.3623
"2279","KH","Kohala",0.15,"0471-001","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","kuwanigr","Kuwayama","nigricapita","H","endemic","adult",2,1,0.0982
"2280","KH","Kohala",0.15,"0471-002","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","triohawa","Trioza","hawaiiensis","H","endemic","adult",3,1,0.3307
"2281","KH","Kohala",0.15,"0471-003","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","trioohia","Trioza","ohiacola","H","endemic","adult",2,1,0.0982
"2282","KH","Kohala",0.15,"0471-004","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","triospu2","Trioza","sp_2","H","endemic","adult",2,1,0.0982
"2283","KH","Kohala",0.15,"0471-005","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",1,1,0.0123
"2284","KH","Kohala",0.15,"0471-005","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",1,1,0.0123
"2285","KH","Kohala",0.15,"0471-005","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","H","endemic","adult",1,1,0.0123
"2286","KH","Kohala",0.15,"0471-006","KH9702-2",2,2,"10/12/97","Insecta","Homoptera","Triozidae","triospu6","Trioza","sp_6","H","endemic","adult",2,1,0.0982
"2287","KH","Kohala",0.15,"0472-001","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Limoniidae","dicrhawa","Dicranomyia","hawaiiensis","D","endemic","adult",6,1,1.5376
"2288","KH","Kohala",0.15,"0472-002","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Dolichopodidae","euryarge","Eurynogaster","argentata","P","endemic","adult",3,1,0.2584
"2289","KH","Kohala",0.15,"0472-003","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","dasyhawa","Dasyhelea","hawaiiensis","D","endemic","adult",1,1,0.0153
"2290","KH","Kohala",0.15,"0472-003","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","dasyhawa","Dasyhelea","hawaiiensis","D","endemic","adult",1,1,0.0153
"2291","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2292","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2293","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2294","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2295","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2296","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2297","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2298","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2299","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2300","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2301","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2302","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2303","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2304","KH","Kohala",0.15,"0472-004","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult",2,1,0.091
"2305","KH","Kohala",0.15,"0472-005","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2306","KH","Kohala",0.15,"0472-005","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2307","KH","Kohala",0.15,"0472-005","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2308","KH","Kohala",0.15,"0472-005","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2309","KH","Kohala",0.15,"0472-005","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",2,1,0.091
"2310","KH","Kohala",0.15,"0472-006","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","D","endemic","adult",1,1,0.0153
"2311","KH","Kohala",0.15,"0472-007","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Drosophilidae","scapseto","Scaptomyza","setosiscutellum","P","endemic","adult",3,1,0.2584
"2312","KH","Kohala",0.15,"0472-008","KH9702-2",2,2,"10/12/97","Insecta","Diptera","Chironomidae","orthwill","Orthocladius","williamsi","D","endemic","adult",2,1,0.091
"2313","KH","Kohala",0.15,"0473-001","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2314","KH","Kohala",0.15,"0473-002","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2315","KH","Kohala",0.15,"0473-003","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2316","KH","Kohala",0.15,"0473-004","KH9702-2",2,2,"10/12/97","Insecta","Coleoptera","Nitidulidae","eupespre","Eupetinus","spretus","D","endemic","adult",NA,1,0.379
"2317","KH","Kohala",0.15,"0474-001","KH9702-2",2,2,"10/12/97","Insecta","Hymenoptera","Ichneumonidae","pimppuni","Pimpla","punicipes","P","adventive","adult",6,1,0.9938
"2318","KH","Kohala",0.15,"0474-002","KH9702-2",2,2,"10/12/97","Insecta","Hymenoptera","Ichneumonidae","prishawa","Pristomerus","hawaiiensis","P","endemic","adult",5,1,0.6436
"2319","KH","Kohala",0.15,"0474-003","KH9702-2",2,2,"10/12/97","Insecta","Hymenoptera","Ichneumonidae","prishawa","Pristomerus","hawaiiensis","P","endemic","adult",5,1,0.6436
