"site","site_name","island","flow_age_my","island_age_my","npp","foliar_N","foliar_P","tree","date_collected","class","order","family","species_code","genus","species","trophic","origin","stage","individual_biomass_g"
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Drosophilidae","scapnuni","Scaptomyza","nr_univitta","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,11,"10/14/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Heteroptera","Reduviidae","haemrube","Haematoloecha","rubescens","predator","non-native","adult",4.2441
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_""metrosideri""","herbivore","native-endemic","immature",0.1594
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Dolichopodidae","euryarge","Eurynogaster","argentata","predator","native-endemic","adult",0.2584
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","platadro","Platosciara","adrostylata","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Drosophilidae","scapbrya","Scaptomyza","bryani","predator","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Drosophilidae","scapexig","Scaptomyza","exigua","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",1.0444
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.5227
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.0433
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.4289
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.4289
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.1399
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.1399
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.0206
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Lepidoptera","Pyralidae","pyrajs19","Pyralidae_g","larval sp_19","herbivore","undetermined","immature",0.029
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Lepidoptera","Pyralidae","pyrajs19","Pyralidae_g","larval sp_19","herbivore","undetermined","immature",0.3193
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Thysanoptera","Thripidae","helihaem","Heliothrips","haemorrhoidalis","herbivore","non-native","adult",0.0056
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.1084
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","immature",0.0175
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu1","Kuwayama","n_sp_1","herbivore","native-endemic","adult",0.0123
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","herbivore","native-endemic","adult",0.0123
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","herbivore","native-endemic","adult",0.0123
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","herbivore","native-endemic","adult",0.0982
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Orthoptera","Gryllidae","trigwaim","Trigonidium","waimea","detritivore","native-endemic","adult",7.0954
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Scolytidae","xylesaxe","Xyleborinus","saxeseni","detritivore","non-native","adult",0.157
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Staphylinidae","oligspu1","Oligota","sp_1","predator","native-endemic","adult",0.038
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Staphylinidae","oligspu1","Oligota","sp_1","predator","native-endemic","adult",0.038
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Staphylinidae","oligspu1","Oligota","sp_1","predator","native-endemic","adult",0.038
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","detritivore","native-endemic","adult",0.1238
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","detritivore","native-endemic","adult",0.173
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Ciidae","cispaci","Cis","pacificus","detritivore","native-endemic","adult",0.131
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Ciidae","cispaci","Cis","pacificus","detritivore","native-endemic","adult",0.131
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Ciidae","cisporc","Cis","porcatus","detritivore","native-endemic","adult",0.1238
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","detritivore","native-endemic","adult",0.173
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Staphylinidae","osorrufi","Osorius","rufipes","predator","non-native","adult",0.71
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Aglycyderidae","protspu1","Proterhinus","sp_1","detritivore","native-endemic","adult",0.486
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Coleoptera","Carabidae","mecyvari","Mecyclothorax","variipes","predator","native-endemic","adult",2.245
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_""metrosideri""","herbivore","native-endemic","adult",0.1594
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_""metrosideri""","herbivore","native-endemic","adult",0.1594
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Heteroptera","Miridae","orthmetr","Orthotylus","n_sp_""metrosideri""","herbivore","native-endemic","adult",0.1594
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Diptera","Sciaridae","hypemagn","Hyperlasion","magnisensoria","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Hymenoptera","Eulophidae","eulospu4","Eulophidae_g","sp_4","predator","undetermined","adult",0.0139
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Hymenoptera","Pteromalidae","toxensp2","Toxeuma","n_sp_2","predator","native-endemic","adult",0.0139
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.0433
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Arachnida","Araneae","Tetragnathidae","tetrquas","Tetragnatha","quasimodo","predator","native-endemic","immature",0.1971
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.4289
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Delphacidae","leiahawa","Leialoha","hawaiiensis","herbivore","native-endemic","immature",0.4289
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Flatidae","siphacut","Siphanta","acuta","herbivore","non-native","immature",0.0088
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","kuwaminu","Kuwayama","cf_minuta","herbivore","native-endemic","adult",0.0123
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","kuwanigr","Kuwayama","nigricapita","herbivore","native-endemic","adult",0.0123
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Triozidae","trioohia","Trioza","ohiacola","herbivore","native-endemic","adult",0.0123
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,3,"10/12/97","Insecta","Homoptera","Aphididae","greeform","Greenidea","formosana","herbivore","non-native","adult",0.0175
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","dasyhawa","Dasyhelea","hawaiiensis","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","dasyhawa","Dasyhelea","hawaiiensis","detritivore","native-endemic","adult",0.0153
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
"KH","Kohala"," Hawaii",0.15,0.4,1.78,1.14,0.113,4,"10/12/97","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","detritivore","native-endemic","adult",0.091
